"feed_scen","dev_pattern","rcp","year","eez_code","eez_name","eez_type","ter1_name","ter1_iso","ter1_continent","sov1_name","sov1_iso","sov1_iso3_use","sov1_continent","ncells","area_sqkm","prod_mt","profits_usd"
"Progressive reform","Equal development","RCP 2.6",2051,5697,"Turkish Exclusive Economic Zone","200NM","Turkey","TUR","Asia","Turkey","TUR","TUR","Asia",8,800,1297921.77709946,7412718442.31575
"Progressive reform","Equal development","RCP 2.6",2051,8309,"Christmas Island Exclusive Economic Zone","200NM","Christmas Island","CXR","Oceania","Australia","AUS","AUS","Oceania",8,800,1297921.77709946,6997398762.31575
"Progressive reform","Equal development","RCP 2.6",2051,8310,"Norfolk Island Exclusive Economic Zone","200NM","Norfolk Island","NFK","Oceania","Australia","AUS","AUS","Oceania",8,800,1297921.77709946,7133119594.31575
"Progressive reform","Equal development","RCP 2.6",2051,8312,"New Caledonian Exclusive Economic Zone","200NM","New Caledonia","NCL","Oceania","France","FRA","FRA","Europe",8,800,1297921.77709946,7258991978.31575
"Progressive reform","Equal development","RCP 2.6",2051,8313,"Vanuatu Exclusive Economic Zone","200NM","Vanuatu","VUT","Oceania","Vanuatu","VUT","VUT","Oceania",8,800,1297921.77709946,7201446506.31575
"Progressive reform","Equal development","RCP 2.6",2051,8314,"Solomon Islands Exclusive Economic Zone","200NM","Solomon Islands","SLB","Oceania","Solomon Islands","SLB","SLB","Oceania",8,800,1297921.77709946,7327239466.31575
"Progressive reform","Equal development","RCP 2.6",2051,8315,"Palau Exclusive Economic Zone","200NM","Palau","PLW","Oceania","Palau","PLW","PLW","Oceania",7,700,1289699.64571594,4894096292.6193
"Progressive reform","Equal development","RCP 2.6",2051,8316,"Micronesian Exclusive Economic Zone","200NM","Micronesia","FSM","Oceania","Federated States of Micronesia",NA,"FSM","Oceania",8,800,1297921.77709946,7208492010.31575
"Progressive reform","Equal development","RCP 2.6",2051,8317,"Nauruan Exclusive Economic Zone","200NM","Nauru","NRU","Oceania","Nauru","NRU","NRU","Oceania",8,800,1297921.77709946,7344609642.31575
"Progressive reform","Equal development","RCP 2.6",2051,8318,"Marshall Islands Exclusive Economic Zone","200NM","Marshall Islands","MHL","Oceania","Marshall Islands","MHL","MHL","Oceania",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2051,8321,"Taiwanese Exclusive Economic Zone","200NM","Taiwan","TWN","Asia","Taiwan","TWN","TWN","Asia",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2051,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",8,800,1297921.77709946,7447044458.31575
"Progressive reform","Equal development","RCP 2.6",2051,8323,"Australian Exclusive Economic Zone","200NM","Australia","AUS","Oceania","Australia","AUS","AUS","Oceania",8,800,1297921.77709946,7202558314.31575
"Progressive reform","Equal development","RCP 2.6",2051,8324,"Papua New Guinean Exclusive Economic Zone","200NM","Papua New Guinea","PNG","Oceania","Papua New Guinea","PNG","PNG","Oceania",8,800,1297921.77709946,7456351082.31575
"Progressive reform","Equal development","RCP 2.6",2051,8325,"Fijian Exclusive Economic Zone","200NM","Fiji","FJI","Oceania","Fiji","FJI","FJI","Oceania",8,800,1297921.77709946,7437356394.31575
"Progressive reform","Equal development","RCP 2.6",2051,8326,"Tuvaluan Exclusive Economic Zone","200NM","Tuvalu","TUV","Oceania","Tuvalu","TUV","TUV","Oceania",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2051,8327,"South Korean Exclusive Economic Zone","200NM","South Korea","KOR","Asia","South Korea","KOR","KOR","Asia",8,800,1297921.77709946,7314312554.31575
"Progressive reform","Equal development","RCP 2.6",2051,8328,"North Korean Exclusive Economic Zone","200NM","North Korea","PRK","Asia","North Korea","PRK","PRK","Asia",9,900,1305387.54550544,6652075861.69733
"Progressive reform","Equal development","RCP 2.6",2051,8331,"Cambodian Exclusive Economic Zone","200NM","Cambodia","KHM","Asia","Cambodia","KHM","KHM","Asia",8,800,1297921.77709946,7460721514.31575
"Progressive reform","Equal development","RCP 2.6",2051,8332,"Thailand Exclusive Economic Zone","200NM","Thailand","THA","Asia","Thailand","THA","THA","Asia",8,800,1297921.77709946,7436297066.31575
"Progressive reform","Equal development","RCP 2.6",2051,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",4,400,648960.888549728,3728674229.15788
"Progressive reform","Equal development","RCP 2.6",2051,8334,"Comoran Exclusive Economic Zone","200NM","Comores","COM","Africa","Comoros",NA,"COM","Africa",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2051,8337,"Seychellois Exclusive Economic Zone","200NM","Seychelles","SYC","Africa","Seychelles","SYC","SYC","Africa",8,800,1297921.77709946,7393422186.31575
"Progressive reform","Equal development","RCP 2.6",2051,8338,"Réunion Exclusive Economic Zone","200NM","Réunion","REU","Africa","France","FRA","FRA","Europe",8,800,1297921.77709946,7258991978.31575
"Progressive reform","Equal development","RCP 2.6",2051,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",8,800,1297921.77709946,6059954794.31575
"Progressive reform","Equal development","RCP 2.6",2051,8343,"Mauritian Exclusive Economic Zone","200NM","Republic of Mauritius","MUS","Africa","Republic of Mauritius","MUS","MUS","Africa",8,800,1297921.77709946,7412329834.31575
"Progressive reform","Equal development","RCP 2.6",2051,8345,"Maldives Exclusive Economic Zone","200NM","Maldives","MDV","Asia","Maldives","MDV","MDV","Asia",8,800,1297921.77709946,7419298666.31575
"Progressive reform","Equal development","RCP 2.6",2051,8346,"Sri Lankan Exclusive Economic Zone","200NM","Sri Lanka","LKA","Asia","Sri Lanka","LKA","LKA","Asia",8,800,1297921.77709946,7444668266.31575
"Progressive reform","Equal development","RCP 2.6",2051,8347,"Mozambican Exclusive Economic Zone","200NM","Mozambique","MOZ","Africa","Mozambique","MOZ","MOZ","Africa",8,800,1297921.77709946,7465978730.31575
"Progressive reform","Equal development","RCP 2.6",2051,8348,"Madagascan Exclusive Economic Zone","200NM","Madagascar","MDG","Africa","Madagascar","MDG","MDG","Africa",8,800,1297921.77709946,7465498474.31575
"Progressive reform","Equal development","RCP 2.6",2051,8349,"Kenyan Exclusive Economic Zone","200NM","Kenya","KEN","Africa","Kenya","KEN","KEN","Africa",8,800,1297921.77709946,7398271210.31575
"Progressive reform","Equal development","RCP 2.6",2051,8350,"Somali Exclusive Economic Zone","200NM","Federal Republic of Somalia","SOM","Africa","Federal Republic of Somalia","SOM","SOM","Africa",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2051,8353,"Yemeni Exclusive Economic Zone","200NM","Yemen","YEM","Asia","Yemen","YEM","YEM","Asia",8,800,1297921.77709946,7461303658.31575
"Progressive reform","Equal development","RCP 2.6",2051,8354,"Omani Exclusive Economic Zone","200NM","Oman","OMN","Asia","Oman","OMN","OMN","Asia",8,800,1297921.77709946,7404495722.31575
"Progressive reform","Equal development","RCP 2.6",2051,8356,"Saudi Arabian Exclusive Economic Zone","200NM","Saudi Arabia","SAU","Asia","Saudi Arabia","SAU","SAU","Asia",7,700,1289699.64571594,4857737508.6193
"Progressive reform","Equal development","RCP 2.6",2051,8359,"Pakistani Exclusive Economic Zone","200NM","Pakistan","PAK","Asia","Pakistan","PAK","PAK","Asia",8,800,1297921.77709946,7458742122.31575
"Progressive reform","Equal development","RCP 2.6",2051,8361,"Portuguese Exclusive Economic Zone (Azores)","200NM","Azores","PRT","Europe","Portugal","PRT","PRT","Europe",3,300,486720.666412296,2759281863.86841
"Progressive reform","Equal development","RCP 2.6",2051,8362,"Cape Verdean Exclusive Economic Zone","200NM","Cape Verde","CPV","Africa","Cape Verde","CPV","CPV","Africa",8,800,1297921.77709946,7452536682.31575
"Progressive reform","Equal development","RCP 2.6",2051,8363,"Portuguese Exclusive Economic Zone (Madeira)","200NM","Madeira","PRT","Europe","Portugal","PRT","PRT","Europe",2,200,324480.444274864,1839521242.57894
"Progressive reform","Equal development","RCP 2.6",2051,8364,"Spanish Exclusive Economic Zone (Canary Islands)","200NM","Canary Islands","ESP","Europe","Spain","ESP","ESP","Europe",4,400,648960.888549728,3659753141.15788
"Progressive reform","Equal development","RCP 2.6",2051,8366,"Tunisian Exclusive Economic Zone","200NM","Tunisia","TUN","Africa","Tunisia","TUN","TUN","Africa",8,800,1297921.77709946,7451183466.31575
"Progressive reform","Equal development","RCP 2.6",2051,8367,"Moroccan Exclusive Economic Zone","200NM","Morocco","MAR","Africa","Morocco","MAR","MAR","Africa",8,800,1297921.77709946,7451340650.31575
"Progressive reform","Equal development","RCP 2.6",2051,8369,"Mauritanian Exclusive Economic Zone","200NM","Mauritania","MRT","Africa","Mauritania","MRT","MRT","Africa",8,800,1297921.77709946,7463442794.31575
"Progressive reform","Equal development","RCP 2.6",2051,8370,"Gambian Exclusive Economic Zone","200NM","Gambia","GMB","Africa","Gambia","GMB","GMB","Africa",8,800,1297921.77709946,7465007466.31575
"Progressive reform","Equal development","RCP 2.6",2051,8371,"Senegalese Exclusive Economic Zone","200NM","Senegal","SEN","Africa","Senegal","SEN","SEN","Africa",8,800,1297921.77709946,7460672362.31575
"Progressive reform","Equal development","RCP 2.6",2051,8372,"Libyan Exclusive Economic Zone","200NM","Libya","LBY","Africa","Libya","LBY","LBY","Africa",8,800,1297921.77709946,7429492074.31575
"Progressive reform","Equal development","RCP 2.6",2051,8373,"Syrian Exclusive Economic Zone","200NM","Syria","SYR","Asia","Syria","SYR","SYR","Asia",8,800,1297921.77709946,7395870442.31575
"Progressive reform","Equal development","RCP 2.6",2051,8374,"Lebanese Exclusive Economic Zone","200NM","Lebanon","LBN","Asia","Lebanon","LBN","LBN","Asia",8,800,1297921.77709946,7360152618.31575
"Progressive reform","Equal development","RCP 2.6",2051,8375,"Israeli Exclusive Economic Zone","200NM","Israel","ISR","Asia","Israel","ISR","ISR","Asia",8,800,1297921.77709946,6421060906.31575
"Progressive reform","Equal development","RCP 2.6",2051,8376,"Cypriote Exclusive Economic Zone","200NM","Cyprus","CYP","Asia","Cyprus","CYP","CYP","Asia",8,800,1297921.77709946,7330635626.31575
"Progressive reform","Equal development","RCP 2.6",2051,8378,"Algerian Exclusive Economic Zone","200NM","Algeria","DZA","Africa","Algeria","DZA","DZA","Africa",8,800,1297921.77709946,7441351786.31575
"Progressive reform","Equal development","RCP 2.6",2051,8380,"St. Helena Exclusive Economic Zone","200NM","Saint Helena","SHN","Africa","United Kingdom","GBR","GBR","Europe",8,800,1297921.77709946,7177899498.31575
"Progressive reform","Equal development","RCP 2.6",2051,8384,"South African Exclusive Economic Zone (Prince Edward Islands)","200NM","Prince Edward Islands","ZAF","Africa","South Africa","ZAF","ZAF","Africa",4,400,580172.242446864,3003461129.64326
"Progressive reform","Equal development","RCP 2.6",2051,8390,"Sierra Leonian Exclusive Economic Zone","200NM","Sierra Leone","SLE","Africa","Sierra Leone","SLE","SLE","Africa",7,700,1289699.64571594,4949825700.6193
"Progressive reform","Equal development","RCP 2.6",2051,8391,"Liberian Exclusive Economic Zone","200NM","Liberia","LBR","Africa","Liberia","LBR","LBR","Africa",7,700,1289699.64571594,4950215908.6193
"Progressive reform","Equal development","RCP 2.6",2051,8392,"Togolese Exclusive Economic Zone","200NM","Togo","TGO","Africa","Togo","TGO","TGO","Africa",7,700,1289699.64571594,4937635044.6193
"Progressive reform","Equal development","RCP 2.6",2051,8393,"Beninese Exclusive Economic Zone","200NM","Benin","BEN","Africa","Benin","BEN","BEN","Africa",7,700,1289699.64571594,4948262628.6193
"Progressive reform","Equal development","RCP 2.6",2051,8394,"Congolese Exclusive Economic Zone","200NM","Republic of the Congo","COG","Africa","Republic of the Congo","COG","COG","Africa",7,700,1289699.64571594,4498735844.6193
"Progressive reform","Equal development","RCP 2.6",2051,8395,"Namibian Exclusive Economic Zone","200NM","Namibia","NAM","Africa","Namibia","NAM","NAM","Africa",8,800,1297921.77709946,7437855594.31575
"Progressive reform","Equal development","RCP 2.6",2051,8396,"South African Exclusive Economic Zone","200NM","South Africa","ZAF","Africa","South Africa","ZAF","ZAF","Africa",5,500,811201.11068716,4476845922.44735
"Progressive reform","Equal development","RCP 2.6",2051,8397,"Sao Tome and Principe Exclusive Economic Zone","200NM","Sao Tome and Principe","STP","Africa","Sao Tome and Principe","STP","STP","Africa",7,700,1289699.64571594,4947970532.6193
"Progressive reform","Equal development","RCP 2.6",2051,8398,"Equatorial Guinean Exclusive Economic Zone","200NM","Equatorial Guinea","GNQ","Africa","Equatorial Guinea","GNQ","GNQ","Africa",7,700,1267697.06132252,5133315532.67744
"Progressive reform","Equal development","RCP 2.6",2051,8399,"Bouvet Exclusive Economic Zone","200NM","Bouvet","BVT","S Atlantic Ocean","Norway","NOR","NOR","Europe",6,600,1193595.18206012,3989857658.40759
"Progressive reform","Equal development","RCP 2.6",2051,8400,"Ghanaian Exclusive Economic Zone","200NM","Ghana","GHA","Africa","Ghana","GHA","GHA","Africa",7,700,1289699.64571594,4944971620.6193
"Progressive reform","Equal development","RCP 2.6",2051,8402,"Bermudian Exclusive Economic Zone","200NM","Bermuda","BMU","Americas","United Kingdom","GBR","GBR","Europe",8,800,1297921.77709946,7235099626.31575
"Progressive reform","Equal development","RCP 2.6",2051,8403,"Ecuadorian Exclusive Economic Zone (Galapagos)","200NM","Galapagos","ECU","Americas","Ecuador","ECU","ECU","Americas",4,400,648960.888549728,3717977269.15788
"Progressive reform","Equal development","RCP 2.6",2051,8404,"Bahamas Exclusive Economic Zone","200NM","Bahamas","BHS","Americas","Bahamas","BHS","BHS","Americas",8,800,1297921.77709946,7293588842.31575
"Progressive reform","Equal development","RCP 2.6",2051,8405,"Turks and Caicos Exclusive Economic Zone","200NM","Turks and Caicos Islands","TCA","Americas","United Kingdom","GBR","GBR","Europe",8,800,1297921.77709946,7249399658.31575
"Progressive reform","Equal development","RCP 2.6",2051,8406,"Cuban Exclusive Economic Zone","200NM","Cuba","CUB","Americas","Cuba","CUB","CUB","Americas",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2051,8407,"Cayman Islands Exclusive Economic Zone","200NM","Cayman Islands","CYM","Americas","United Kingdom","GBR","GBR","Europe",8,800,1297921.77709946,7249399658.31575
"Progressive reform","Equal development","RCP 2.6",2051,8408,"Haitian Exclusive Economic Zone","200NM","Haiti","HTI","Americas","Haiti","HTI","HTI","Americas",8,800,1297921.77709946,7463494506.31575
"Progressive reform","Equal development","RCP 2.6",2051,8409,"Dominican Republic Exclusive Economic Zone","200NM","Dominican Republic","DOM","Americas","Dominican Republic","DOM","DOM","Americas",8,800,1297921.77709946,7426762090.31575
"Progressive reform","Equal development","RCP 2.6",2051,8411,"British Virgin Islands Exclusive Economic Zone","200NM","British Virgin Islands","VGB","Americas","United Kingdom","GBR","GBR","Europe",8,800,1297921.77709946,7249399658.31575
"Progressive reform","Equal development","RCP 2.6",2051,8412,"Anguilla Exclusive Economic Zone","200NM","Anguilla","AIA","Americas","United Kingdom","GBR","GBR","Europe",8,800,1297921.77709946,7206499562.31575
"Progressive reform","Equal development","RCP 2.6",2051,8413,"Saint Kitts and Nevis Exclusive Economic Zone","200NM","Saint Kitts and Nevis","KNA","Americas","Saint Kitts and Nevis","KNA","KNA","Americas",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2051,8414,"Antigua and Barbuda Exclusive Economic Zone","200NM","Antigua and Barbuda","ATG","Americas","Antigua and Barbuda","ATG","ATG","Americas",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2051,8415,"Montserrat Exclusive Economic Zone","200NM","Montserrat","MSR","Americas","United Kingdom","GBR","GBR","Europe",8,800,1297921.77709946,7177899498.31575
"Progressive reform","Equal development","RCP 2.6",2051,8416,"Saint Lucia Exclusive Economic Zone","200NM","Saint Lucia","LCA","Americas","Saint Lucia","LCA","LCA","Americas",8,800,1297921.77709946,7418738026.31575
"Progressive reform","Equal development","RCP 2.6",2051,8417,"Dominican Exclusive Economic Zone","200NM","Dominica","DMA","Americas","Dominica","DMA","DMA","Americas",8,800,1297921.77709946,7433977194.31575
"Progressive reform","Equal development","RCP 2.6",2051,8418,"Barbados Exclusive Economic Zone","200NM","Barbados","BRB","Americas","Barbados","BRB","BRB","Americas",8,800,1297921.77709946,7365727082.31575
"Progressive reform","Equal development","RCP 2.6",2051,8420,"Trinidad and Tobago Exclusive Economic Zone","200NM","Trinidad and Tobago","TTO","Americas","Trinidad and Tobago","TTO","TTO","Americas",8,800,1297921.77709946,6924280874.31575
"Progressive reform","Equal development","RCP 2.6",2051,8421,"Saint Vincent and the Grenadines Exclusive Economic Zone","200NM","Saint Vincent and the Grenadines","VCT","Americas","Saint Vincent and the Grenadines","VCT","VCT","Americas",8,800,1297921.77709946,7395637226.31575
"Progressive reform","Equal development","RCP 2.6",2051,8423,"Panamanian Exclusive Economic Zone","200NM","Panama","PAN","Americas","Panama","PAN","PAN","Americas",8,800,1297921.77709946,7388024682.31575
"Progressive reform","Equal development","RCP 2.6",2051,8424,"Costa Rican Exclusive Economic Zone","200NM","Costa Rica","CRI","Americas","Costa Rica","CRI","CRI","Americas",8,800,1297921.77709946,7401999722.31575
"Progressive reform","Equal development","RCP 2.6",2051,8425,"Nicaraguan Exclusive Economic Zone","200NM","Nicaragua","NIC","Americas","Nicaragua","NIC","NIC","Americas",8,800,1297921.77709946,7456363882.31575
"Progressive reform","Equal development","RCP 2.6",2051,8426,"Colombian Exclusive Economic Zone","200NM","Colombia","COL","Americas","Colombia","COL","COL","Americas",4,400,648960.888549728,3717319349.15788
"Progressive reform","Equal development","RCP 2.6",2051,8427,"Honduran Exclusive Economic Zone","200NM","Honduras","HND","Americas","Honduras","HND","HND","Americas",8,800,1297921.77709946,7454677866.31575
"Progressive reform","Equal development","RCP 2.6",2051,8428,"El Salvador Exclusive Economic Zone","200NM","El Salvador","SLV","Americas","El Salvador","SLV","SLV","Americas",8,800,1297921.77709946,7447350634.31575
"Progressive reform","Equal development","RCP 2.6",2051,8429,"Mexican Exclusive Economic Zone","200NM","Mexico","MEX","Americas","Mexico","MEX","MEX","Americas",8,800,1297921.77709946,7421902698.31575
"Progressive reform","Equal development","RCP 2.6",2051,8430,"Guatemalan Exclusive Economic Zone","200NM","Guatemala","GTM","Americas","Guatemala","GTM","GTM","Americas",8,800,1297921.77709946,7443865450.31575
"Progressive reform","Equal development","RCP 2.6",2051,8431,"Ecuadorian Exclusive Economic Zone","200NM","Ecuador","ECU","Americas","Ecuador","ECU","ECU","Americas",4,400,648960.888549728,3717977269.15788
"Progressive reform","Equal development","RCP 2.6",2051,8432,"Peruvian Exclusive Economic Zone","200NM","Peru","PER","Americas","Peru","PER","PER","Americas",8,800,1297921.77709946,7433403754.31575
"Progressive reform","Equal development","RCP 2.6",2051,8433,"Venezuelan Exclusive Economic Zone","200NM","Venezuela","VEN","Americas","Venezuela","VEN","VEN","Americas",8,800,1297921.77709946,7343593706.31575
"Progressive reform","Equal development","RCP 2.6",2051,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",6,600,1193595.18206012,4098562810.40759
"Progressive reform","Equal development","RCP 2.6",2051,8438,"Greenlandic Exclusive Economic Zone","200NM","Greenland","GRL","Americas","Denmark","DNK","DNK","Europe",6,600,1193595.18206012,4098562810.40759
"Progressive reform","Equal development","RCP 2.6",2051,8440,"French Polynesian Exclusive Economic Zone","200NM","French Polynesia","PYF","Oceania","France","FRA","FRA","Europe",8,800,1297921.77709946,7258991978.31575
"Progressive reform","Equal development","RCP 2.6",2051,8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM","Line Group","KIR","Oceania","Kiribati","KIR","KIR","Oceania",4,400,648960.888549728,3724326069.15788
"Progressive reform","Equal development","RCP 2.6",2051,8444,"American Samoa Exclusive Economic Zone","200NM","American Samoa","ASM","Oceania","United States","USA","USA","Americas",8,800,1297921.77709946,7092651498.31575
"Progressive reform","Equal development","RCP 2.6",2051,8445,"Samoan Exclusive Economic Zone","200NM","Samoa","WSM","Oceania","Samoa","WSM","WSM","Oceania",8,800,1297921.77709946,7444497770.31575
"Progressive reform","Equal development","RCP 2.6",2051,8446,"Cook Islands Exclusive Economic Zone","200NM","Cook Islands","COK","Oceania","New Zealand","NZL","NZL","Oceania",8,800,1297921.77709946,7244345706.31575
"Progressive reform","Equal development","RCP 2.6",2051,8447,"Niue Exclusive Economic Zone","200NM","Niue","NIU","Oceania","New Zealand","NZL","NZL","Oceania",8,800,1297921.77709946,7220825706.31575
"Progressive reform","Equal development","RCP 2.6",2051,8448,"Tongan Exclusive Economic Zone","200NM","Tonga","TON","Oceania","Tonga","TON","TON","Oceania",8,800,1297921.77709946,7443195242.31575
"Progressive reform","Equal development","RCP 2.6",2051,8449,"Tokelau Exclusive Economic Zone","200NM","Tokelau","TKL","Oceania","New Zealand","NZL","NZL","Oceania",8,800,1297921.77709946,7173785706.31575
"Progressive reform","Equal development","RCP 2.6",2051,8453,"United States Exclusive Economic Zone (Hawaii)","200NM","Hawaii","USA","Americas","United States","USA","USA","Americas",3,300,486720.666412296,2676970311.86841
"Progressive reform","Equal development","RCP 2.6",2051,8454,"Wallis and Futuna Exclusive Economic Zone","200NM","Wallis and Futuna","WLF","Oceania","France","FRA","FRA","Europe",8,800,1297921.77709946,7176923306.31575
"Progressive reform","Equal development","RCP 2.6",2051,8455,"New Zealand Exclusive Economic Zone","200NM","New Zealand","NZL","Oceania","New Zealand","NZL","NZL","Oceania",8,800,1297921.77709946,7244345706.31575
"Progressive reform","Equal development","RCP 2.6",2051,8456,"United States Exclusive Economic Zone","200NM","United States","USA","Americas","United States","USA","USA","Americas",3,300,486720.666412296,2676970311.86841
"Progressive reform","Equal development","RCP 2.6",2051,8457,"Belizean Exclusive Economic Zone","200NM","Belize","BLZ","Americas","Belize","BLZ","BLZ","Americas",8,800,1297921.77709946,7443815274.31575
"Progressive reform","Equal development","RCP 2.6",2051,8459,"Jamaican Exclusive Economic Zone","200NM","Jamaica","JAM","Americas","Jamaica","JAM","JAM","Americas",8,800,1297921.77709946,7439682922.31575
"Progressive reform","Equal development","RCP 2.6",2051,8460,"Guyanese Exclusive Economic Zone","200NM","Guyana","GUY","Americas","Guyana","GUY","GUY","Americas",8,800,1297921.77709946,6666124906.31575
"Progressive reform","Equal development","RCP 2.6",2051,8461,"Surinamese Exclusive Economic Zone","200NM","Suriname","SUR","Americas","Suriname","SUR","SUR","Americas",8,800,1297921.77709946,6655692394.31575
"Progressive reform","Equal development","RCP 2.6",2051,8462,"French Guiana Exclusive Economic Zone","200NM","French Guiana","GUF","Americas","France","FRA","FRA","Europe",8,800,1297921.77709946,6644223594.31575
"Progressive reform","Equal development","RCP 2.6",2051,8463,"United States Exclusive Economic Zone (Alaska)","200NM","Alaska","USA","Americas","United States","USA","USA","Americas",2,200,397865.060686707,1361039187.4692
"Progressive reform","Equal development","RCP 2.6",2051,8464,"Brazilian Exclusive Economic Zone","200NM","Brazil","BRA","Americas","Brazil","BRA","BRA","Americas",8,800,1297921.77709946,7414349674.31575
"Progressive reform","Equal development","RCP 2.6",2051,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",4,400,648960.888549728,3697714869.15788
"Progressive reform","Equal development","RCP 2.6",2051,8466,"Argentinean Exclusive Economic Zone","200NM","Argentina","ARG","Americas","Argentina","ARG","ARG","Americas",8,800,1385178.31090862,6090862924.917
"Progressive reform","Equal development","RCP 2.6",2051,8467,"Uruguayan Exclusive Economic Zone","200NM","Uruguay","URY","Americas","Uruguay","URY","URY","Americas",8,800,1297921.77709946,6006776298.31575
"Progressive reform","Equal development","RCP 2.6",2051,8469,"Iranian Exclusive Economic Zone","200NM","Iran","IRN","Asia","Iran","IRN","IRN","Asia",8,800,1297921.77709946,7440968042.31575
"Progressive reform","Equal development","RCP 2.6",2051,8471,"Guinea Bissau Exclusive Economic Zone","200NM","Guinea-Bissau","GNB","Africa","Guinea-Bissau","GNB","GNB","Africa",8,800,1297921.77709946,7464173930.31575
"Progressive reform","Equal development","RCP 2.6",2051,8472,"Guinean Exclusive Economic Zone","200NM","Guinea","GIN","Africa","Guinea","GIN","GIN","Africa",8,800,1297921.77709946,7318723626.31575
"Progressive reform","Equal development","RCP 2.6",2051,8473,"Ivory Coast Exclusive Economic Zone","200NM","Ivory Coast","CIV","Africa","Ivory Coast","CIV","CIV","Africa",7,700,1289699.64571594,4894096292.6193
"Progressive reform","Equal development","RCP 2.6",2051,8474,"Nigerian Exclusive Economic Zone","200NM","Nigeria","NGA","Africa","Nigeria","NGA","NGA","Africa",7,700,1267697.06132252,5169191884.67744
"Progressive reform","Equal development","RCP 2.6",2051,8475,"Cameroonian Exclusive Economic Zone","200NM","Cameroon","CMR","Africa","Cameroon","CMR","CMR","Africa",7,700,1289699.64571594,4945485476.6193
"Progressive reform","Equal development","RCP 2.6",2051,8476,"Gabonese Exclusive Economic Zone","200NM","Gabon","GAB","Africa","Gabon","GAB","GAB","Africa",7,700,1289699.64571594,4924061220.6193
"Progressive reform","Equal development","RCP 2.6",2051,8477,"Democratic Republic of the Congo Exclusive Economic Zone","200NM","Democratic Republic of the Congo","COD","Africa","Democratic Republic of the Congo","COD","COD","Africa",7,700,1289699.64571594,4295191972.6193
"Progressive reform","Equal development","RCP 2.6",2051,8478,"Angolan Exclusive Economic Zone","200NM","Angola","AGO","Africa","Angola","AGO","AGO","Africa",7,700,1289699.64571594,4940078116.6193
"Progressive reform","Equal development","RCP 2.6",2051,8479,"Tanzanian Exclusive Economic Zone","200NM","Tanzania","TZA","Africa","Tanzania","TZA","TZA","Africa",8,800,1297921.77709946,7462454634.31575
"Progressive reform","Equal development","RCP 2.6",2051,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",4,400,648960.888549728,3728674229.15788
"Progressive reform","Equal development","RCP 2.6",2051,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",8,800,1297921.77709946,7458594666.31575
"Progressive reform","Equal development","RCP 2.6",2051,8482,"Myanmar Exclusive Economic Zone","200NM","Myanmar","MMR","Asia","Myanmar","MMR","MMR","Asia",8,800,1297921.77709946,7460827498.31575
"Progressive reform","Equal development","RCP 2.6",2051,8483,"Malaysian Exclusive Economic Zone","200NM","Malaysia","MYS","Asia","Malaysia","MYS","MYS","Asia",8,800,1297921.77709946,7418145130.31575
"Progressive reform","Equal development","RCP 2.6",2051,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",8,800,1297921.77709946,7455619946.31575
"Progressive reform","Equal development","RCP 2.6",2051,8485,"Singaporean Exclusive Economic Zone","200NM","Singapore","SGP","Asia","Singapore","SGP","SGP","Asia",7,700,1223691.89253569,5322053212.79372
"Progressive reform","Equal development","RCP 2.6",2051,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",8,800,1297921.77709946,7426056554.31575
"Progressive reform","Equal development","RCP 2.6",2051,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",8,800,1297921.77709946,7269003626.31575
"Progressive reform","Equal development","RCP 2.6",2051,8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM","Gilbert Islands","KIR","Oceania","Kiribati","KIR","KIR","Oceania",4,400,648960.888549728,3724326069.15788
